nd,nf,la,ld,ndev,nuc,contains_bug
1,1,0,1,4,2,FALSE
2,3,14,4,4,478,TRUE
3,3,30,3,4,267,FALSE
1,1,1,0,4,27,FALSE
3,3,51,51,4,7,FALSE
18,18,1423,633,4,214,FALSE
20,22,3,487,4,568,FALSE
4,8,22,22,4,675,TRUE
4,7,7,34,4,38,FALSE
3,6,46,0,4,427,TRUE
1,1,1,1,4,5,FALSE
3,4,15,21,4,368,FALSE
1,1,5,7,4,4,FALSE
1,1,24,21,4,25,FALSE
7,11,91,35,4,703,TRUE
1,1,2,2,4,1,FALSE
14,38,1028,168,4,823,TRUE
1,1,4,4,2,2,FALSE
4,7,26,3,4,793,TRUE
5,8,56,20,4,805,TRUE
1,1,34,9,4,3,FALSE
1,1,14,1,4,1,TRUE
2,5,294,255,4,79,TRUE
1,5,52,61,4,21,TRUE
15,15,35,49,4,185,FALSE
15,15,2376,1569,4,170,FALSE
3,5,14,9,4,459,TRUE
1,3,187,0,4,195,TRUE
2,5,0,0,2,18,FALSE
2,2,15,1,4,120,TRUE
3,4,4,3,4,278,FALSE
3,6,46451,44697,4,250,FALSE
1,4,44723,0,1,0,FALSE
1,1,1,1,4,208,FALSE
1,1,7,0,4,194,TRUE
1,1,2,0,2,138,FALSE
1,1,4,3,3,1,FALSE
2,2,28,1,4,243,FALSE
3,3,4,4,4,285,FALSE
1,1,0,1,4,6,FALSE
1,1,8,4,4,5,TRUE
1,1,0,1,4,193,FALSE
1,1,4,2,4,14,TRUE
1,1,4,2,3,2,TRUE
1,1,2,3,2,137,FALSE
1,2,5,5,4,225,FALSE
1,1,44,0,4,19,FALSE
1,2,4,4,2,8,FALSE
1,1,6,4,4,204,FALSE
1,1,3,0,4,203,FALSE
1,1,7,0,1,0,FALSE
2,3,25,17,4,263,FALSE
1,2,81,73,3,7,FALSE
1,1,4,2,1,7,FALSE
1,1,1,0,4,5,FALSE
1,1,451,290,4,16,FALSE
1,2,48,40,2,9,FALSE
1,1,1,1,4,15,FALSE
3,3,74,6,3,132,TRUE
2,2,3,3,4,54,FALSE
1,1,0,0,2,4,FALSE
1,1,0,0,1,0,FALSE
4,4,4,4,2,14,FALSE
8,9,895,515,4,355,TRUE
1,1,7,4,2,8,FALSE
3,3,11,5,3,26,FALSE
5,6,65,43,3,315,FALSE
1,1,4,0,2,136,FALSE
4,7,112,57,3,427,TRUE
1,2,50,21,3,22,FALSE
2,2,7,4,3,123,FALSE
1,1,27,2,3,187,TRUE
1,1,0,1,1,5,FALSE
1,1,3,0,1,4,FALSE
1,1,0,0,1,1,FALSE
1,4,0,0,1,4,FALSE
2,5,0,0,1,0,FALSE
1,1,3,4,1,12,FALSE
1,1,1,1,3,41,TRUE
1,1,1,1,3,40,FALSE
1,1,2,1,1,11,FALSE
1,1,0,1,3,39,FALSE
1,1,3,0,1,6,FALSE
1,1,41,1,1,9,FALSE
1,1,6,0,1,0,FALSE
1,1,8,10,1,5,FALSE
1,1,10,8,1,6,FALSE
1,1,1,0,1,3,FALSE
1,1,25,0,1,5,FALSE
1,1,0,0,1,0,FALSE
1,1,8,2,1,4,FALSE
1,1,3,3,1,4,FALSE
1,1,8,3,1,3,FALSE
1,1,15,2,1,3,FALSE
1,1,5,5,1,2,FALSE
1,1,1,1,3,192,FALSE
1,1,2,2,1,2,FALSE
1,1,2,0,2,135,FALSE
1,1,5,4,1,1,FALSE
2,2,2,2,3,225,FALSE
1,1,5,5,1,1,FALSE
1,1,0,0,1,0,FALSE
1,1,2,2,3,10,TRUE
1,1,11,1,3,9,FALSE
1,1,0,3,3,1,FALSE
2,5,112,83,3,162,FALSE
1,1,2,1,3,12,FALSE
1,1,4,0,2,114,FALSE
1,1,17,0,2,16,FALSE
4,5,14,5,3,432,FALSE
2,7,762,92,3,255,TRUE
1,1,74,21,2,2,TRUE
1,3,537,0,1,0,FALSE
1,2,33,0,1,0,FALSE
1,1,8,8,2,27,FALSE
1,2,5,5,2,196,TRUE
2,3,110,116,2,421,TRUE
1,1,203,0,1,0,FALSE
1,1,3,1,2,179,FALSE
2,2,3,3,2,187,FALSE
1,1,2,2,2,32,FALSE
4,7,19,17,2,215,FALSE
1,1,0,5,2,3,FALSE
2,4,41,39,2,143,FALSE
1,1,4,4,1,1,FALSE
1,1,27,21,2,177,TRUE
4,7,0,0,2,25,FALSE
1,1,23,0,1,0,FALSE
1,2,34,3,2,181,TRUE
1,1,19,2,2,175,FALSE
3,6,5,6,2,321,TRUE
1,1,7,0,1,0,FALSE
3,3,35,22,2,312,TRUE
3,5,0,0,2,11,FALSE
2,3,23,23,2,379,FALSE
2,2,19,12,2,351,TRUE
4,4,7,3,1,6,FALSE
4,5,73,8,2,299,FALSE
1,2,9,5,2,4,FALSE
1,1,17,0,2,15,FALSE
1,3,13,0,2,131,FALSE
1,1,32,1,2,170,TRUE
1,1,28,0,2,36,FALSE
2,6,31,23,2,36,TRUE
3,3,3,3,2,242,FALSE
4,10,105,93,2,627,TRUE
4,7,0,0,2,11,FALSE
1,1,28,0,2,28,FALSE
7,17,50,110,2,395,FALSE
5,12,351,283,2,428,TRUE
1,1,30,25,2,22,TRUE
2,2,2,2,2,202,FALSE
1,1,17,0,1,0,FALSE
2,2,3,2,2,224,TRUE
1,2,131,4,3,20,FALSE
2,2,1,1,2,9,FALSE
1,1,1,1,2,172,FALSE
1,1,1,1,2,9,FALSE
2,2,38,39,2,293,TRUE
1,2,19,16,2,183,TRUE
2,5,217,73,2,224,TRUE
1,1,1,24,2,159,FALSE
2,2,48,36,2,195,FALSE
3,4,38,28,2,139,FALSE
1,1,37,32,2,158,TRUE
2,3,4,308,2,55,FALSE
2,3,27,5,2,314,FALSE
4,9,25,2,2,165,FALSE
3,3,28,55,2,303,FALSE
1,1,11,11,2,7,FALSE
1,1,8,0,2,156,FALSE
2,3,13,13,2,40,FALSE
1,1,1,1,2,168,FALSE
1,1,3,0,2,4,FALSE
1,1,15,15,2,38,FALSE
2,2,83,7,2,173,FALSE
1,1,1,1,2,23,FALSE
2,3,5,3,2,61,FALSE
2,2,293,0,2,21,FALSE
2,3,19,1,2,37,FALSE
2,2,26,16,2,321,TRUE
1,1,15,15,2,37,FALSE
2,3,18,9,2,200,TRUE
2,2,2,2,2,6,FALSE
1,1,24,24,2,23,FALSE
3,4,28,6,2,140,TRUE
1,1,9,0,2,22,FALSE
1,3,0,0,1,0,FALSE
8,17,163,185,2,424,FALSE
4,6,120,80,2,10,FALSE
1,1,10,1,2,38,FALSE
1,1,3,1,2,152,FALSE
1,1,3,2,2,151,TRUE
1,1,8,6,2,150,TRUE
2,2,8,7,2,170,FALSE
1,1,3,5,2,125,FALSE
1,1,2,2,2,5,FALSE
2,2,1,109,2,41,FALSE
1,1,10,2,2,1,FALSE
1,1,2,2,2,20,FALSE
3,4,19,19,2,134,TRUE
1,1,0,0,2,5,FALSE
1,1,43,3,2,6,FALSE
2,2,1,5,2,29,FALSE
2,11,0,0,2,21,FALSE
1,1,1,1,2,19,FALSE
3,4,47,12,2,268,TRUE
6,10,167,11,2,558,TRUE
2,2,2,2,2,175,FALSE
2,2,20,8,2,168,TRUE
1,1,14,9,2,44,FALSE
4,4,121,16,2,305,TRUE
1,1,4,1,2,35,FALSE
1,1,2,2,2,14,FALSE
2,18,1,0,2,58,FALSE
1,2,52,31,2,164,TRUE
2,2,1,1,2,158,FALSE
5,10,290,452,2,358,TRUE
1,1,4,1,2,140,FALSE
1,1,0,0,2,3,FALSE
1,1,2,2,2,13,FALSE
2,2,1,1,2,154,FALSE
1,1,6,3,2,138,TRUE
1,1,5,1,2,137,TRUE
1,1,5,3,2,5,FALSE
1,1,0,0,2,1,FALSE
3,8,7,1,2,127,TRUE
1,2,21,5,2,153,TRUE
1,1,3,1,2,33,FALSE
2,2,1,0,2,135,FALSE
2,8,0,0,2,11,FALSE
2,2,38,3,2,25,FALSE
5,11,42,13,2,307,TRUE
1,1,8,0,2,17,TRUE
1,1,1,1,2,132,FALSE
1,1,14,8,2,131,TRUE
1,1,22,13,2,130,TRUE
2,2,27,7,2,276,TRUE
2,3,122,18,2,268,TRUE
4,7,107,50,2,258,TRUE
3,6,44,1144,2,198,TRUE
1,1,12,16,2,123,TRUE
2,2,3,13,2,159,FALSE
1,1,32,14,2,122,TRUE
2,2,2,2,2,178,FALSE
4,8,84,40,2,233,TRUE
1,1,0,23,1,1,FALSE
2,2,31,21,2,119,FALSE
1,1,25,19,2,37,FALSE
1,1,1,1,2,145,FALSE
1,1,18,2,2,121,TRUE
1,1,17,17,3,4,FALSE
1,1,51,2,2,120,TRUE
1,1,12,60,2,119,TRUE
1,1,60,12,2,118,FALSE
3,4,37,2,2,135,FALSE
4,5,103,78,2,380,FALSE
3,3,9,9,2,260,FALSE
1,2,246,111,3,3,FALSE
1,1,4,0,2,36,FALSE
1,1,32,1,2,108,FALSE
1,1,1,1,2,10,FALSE
4,6,80,32,2,279,TRUE
1,1,2,1,2,30,FALSE
3,8,2,2,2,152,FALSE
1,1,1,1,2,22,FALSE
1,1,36,35,2,3,FALSE
2,3,4,23,2,148,FALSE
1,1,1,1,2,1,FALSE
3,5,50,71,2,170,TRUE
1,1,2,0,2,138,FALSE
1,1,43,12,2,2,TRUE
1,1,1,1,2,16,TRUE
1,1,26,19,2,15,FALSE
1,1,0,0,2,2,FALSE
1,2,59,50,2,125,TRUE
1,1,16,3,2,1,FALSE
2,4,156,88,2,289,TRUE
1,1,13,4,2,29,FALSE
1,1,42,42,2,22,FALSE
3,5,33,73,2,272,TRUE
3,4,69,34,2,222,FALSE
1,1,2,2,2,36,TRUE
1,1,1,1,2,134,FALSE
3,4,55,5,2,261,TRUE
1,2,23,1,2,9,FALSE
2,2,11,6,2,158,TRUE
1,1,9,0,2,30,FALSE
1,1,9,1,2,35,FALSE
2,2,4,18,2,133,FALSE
1,1,95,95,2,101,TRUE
1,1,21,18,2,15,TRUE
1,1,3,3,2,14,FALSE
2,4,132,132,2,108,TRUE
1,2,17,4,2,36,FALSE
1,1,1,1,2,127,FALSE
1,1,0,2,2,22,FALSE
1,1,1,4,2,21,FALSE
2,3,46,67,2,152,TRUE
1,2,122,115,2,115,TRUE
3,5,171,50,2,238,FALSE
1,1,20,0,2,3,FALSE
1,1,0,0,2,1,FALSE
2,2,23,14,2,221,TRUE
1,1,8,0,2,18,FALSE
2,3,46,4,2,142,TRUE
2,2,7,5,2,206,TRUE
4,5,150,146,2,456,TRUE
4,29,0,142680,1,36,FALSE
14,14,1,397,2,148,FALSE
4,8,33,244,2,105,TRUE
4,7,1,248,2,138,FALSE
5,11,0,705,2,165,FALSE
1,1,1,1,2,123,FALSE
1,1,7,7,2,1,FALSE
2,2,2,2,2,2,FALSE
6,11,658,590,2,406,TRUE
6,10,202,84,2,332,TRUE
4,8,149,316,2,123,FALSE
7,14,2,483,2,291,FALSE
1,1,38,25,2,4,TRUE
3,9,0,323,2,132,FALSE
1,1,5,1,2,106,TRUE
2,2,3,2,2,108,TRUE
2,3,0,78,2,109,FALSE
3,4,1,90,2,236,FALSE
1,1,2,2,2,2,TRUE
2,3,23,81,2,10,TRUE
1,2,179,179,2,1,FALSE
1,2,179,179,2,2,FALSE
3,24,1862,1862,2,130,TRUE
5,27,1864,1864,2,210,TRUE
1,2,100,93,1,115,TRUE
1,11,562,344,2,79,TRUE
3,3,0,7,2,98,FALSE
3,3,0,2,2,96,FALSE
2,4,0,81,2,35,FALSE
1,1,1,1,1,73,FALSE
2,3,37,89,2,40,TRUE
2,2,9,9,2,23,FALSE
1,1,0,0,2,1,FALSE
4,8,65,40,2,254,TRUE
2,4,10,0,1,0,FALSE
2,3,35,44,2,27,FALSE
1,2,1,1,1,121,FALSE
2,4,0,152,2,109,FALSE
1,1,0,1,2,7,FALSE
2,5,0,149,2,30,FALSE
3,4,0,133,2,129,FALSE
1,1,0,1,2,6,FALSE
3,7,2,227,2,116,FALSE
5,6,0,96,2,95,FALSE
2,5,0,244,2,98,FALSE
1,1,1,3,2,16,FALSE
9,12,1,169,2,156,FALSE
1,1,70,19,2,15,FALSE
16,17,0,112,2,220,FALSE
5,9,5,84,1,166,TRUE
1,1,22,23,1,9,FALSE
2,2,2,2,1,205,FALSE
1,1,4,0,2,27,FALSE
1,1,50,0,1,31,FALSE
2,2,2,1,1,134,FALSE
2,2,2,2,1,121,FALSE
1,1,9,3,1,8,FALSE
2,2,8,8,1,119,TRUE
1,1,1,0,1,100,FALSE
3,3,54,37,1,299,TRUE
2,4,37,28,1,130,TRUE
2,2,6,6,1,123,FALSE
1,1,50,3,1,7,FALSE
3,3,14,8,1,125,FALSE
1,1,16,17,1,12,FALSE
3,3,37,16,1,122,TRUE
1,3,0,0,1,15,FALSE
2,4,4,1,1,110,TRUE
1,1,44,13,1,97,TRUE
2,3,54,3,1,110,TRUE
3,3,11,4,1,118,FALSE
1,1,11,4,1,29,TRUE
1,1,9,2,1,11,FALSE
2,2,9,3,1,202,TRUE
1,1,1,1,1,1,FALSE
1,1,1,1,1,106,FALSE
4,5,30,7,1,264,FALSE
1,1,0,7,1,94,FALSE
1,3,0,0,1,9,FALSE
3,6,96,24,1,201,TRUE
1,2,71,38,1,108,TRUE
2,2,219,0,1,19,FALSE
1,1,2,2,1,105,FALSE
1,1,47,0,1,17,FALSE
1,1,28,0,2,26,FALSE
2,2,2,16,1,16,FALSE
5,8,48,8,1,466,TRUE
5,7,174,13,1,431,TRUE
1,1,19,1,2,25,FALSE
4,5,124,95,1,341,TRUE
1,1,31,34,1,7,FALSE
2,3,0,77,1,79,FALSE
3,6,42,19,1,193,TRUE
3,5,21,17,1,202,TRUE
3,15,224,177,1,351,TRUE
2,3,89,55,1,65,TRUE
3,5,476,484,1,14,TRUE
5,5,110,66,1,279,FALSE
4,8,502,384,1,122,FALSE
3,3,17,1,1,169,FALSE
3,5,69,56,1,142,FALSE
3,5,56,27,1,137,FALSE
1,2,6,10,1,137,FALSE
4,31,151,1228,1,181,TRUE
3,5,20,6,1,89,FALSE
1,1,246,173,1,2,TRUE
1,1,30,0,1,0,FALSE
4,11,253,99,1,118,FALSE
5,33,632,487,1,332,TRUE
2,2,21,22,1,151,FALSE
2,3,111,21,1,152,FALSE
4,10,484,312,1,167,FALSE
4,9,155,44,1,156,FALSE
4,8,100,41,1,192,FALSE
1,1,37,37,1,50,FALSE
4,9,224,35,1,147,TRUE
4,26,563,374,1,390,FALSE
3,8,454,45,1,343,TRUE
1,1,1,0,2,24,FALSE
2,3,4,7,1,155,FALSE
6,12,133,24,1,431,TRUE
1,1,1,1,1,5,FALSE
2,2,2,3,1,130,FALSE
1,4,4,0,1,15,FALSE
1,1,15,12,1,81,TRUE
4,6,76,76,1,126,FALSE
2,3,14,11,1,188,TRUE
1,1,1,1,1,83,FALSE
2,2,57,23,1,84,FALSE
1,1,63,25,1,4,FALSE
3,5,79,38,1,194,TRUE
4,6,15,12,1,121,FALSE
1,1,4,4,1,3,FALSE
1,1,4,3,1,13,FALSE
1,1,8,7,1,30,FALSE
1,3,233,261,1,7,TRUE
2,2,34,33,1,85,FALSE
1,1,1,1,1,78,FALSE
1,1,1,0,2,23,FALSE
1,1,3,3,1,16,FALSE
1,1,42,10,1,15,FALSE
1,1,173,128,1,5,FALSE
1,1,10,10,1,2,FALSE
3,6,183,92,1,177,FALSE
1,1,14,14,1,78,FALSE
3,3,22,13,1,153,TRUE
5,9,1,98429,1,84,FALSE
1,14,142450,0,1,0,FALSE
1,29,0,0,1,33,FALSE
1,1,15,16,1,19,FALSE
1,1,3,2,1,29,FALSE
1,1,4,4,1,12,FALSE
2,4,5,4,1,5,TRUE
5,11,127,28,1,216,FALSE
2,3,7040,0,1,0,FALSE
5,10,91388,80094,1,3,FALSE
1,1,0,0,1,3,FALSE
1,2,2,2,1,2,FALSE
1,1,134,0,1,0,TRUE
1,3,2,0,1,0,FALSE
2,2,207,190,1,17,TRUE
4,15,81172,1,1,2,FALSE
2,2,1,1,1,76,FALSE
1,1,6,5,1,3,FALSE
2,16,23,1,1,18,FALSE
2,2,9,6,1,80,FALSE
1,1,6,4,1,7,FALSE
1,1,0,0,1,1,FALSE
1,1,6,4,2,22,FALSE
1,1,4,3,1,11,FALSE
2,7,83,34,1,104,TRUE
5,7,100,14,1,362,TRUE
2,2,602,427,1,146,TRUE
2,3,1,1,1,77,FALSE
3,5,8,10,1,146,TRUE
1,1,30,25,1,69,TRUE
1,1,4,0,1,10,FALSE
1,1,13,4,2,21,FALSE
1,1,6,0,1,28,FALSE
4,10,196,199,1,218,TRUE
1,2,10,3,1,70,FALSE
1,1,1,0,1,6,FALSE
1,1,1,1,1,1,FALSE
1,1,3,0,1,5,FALSE
1,1,9,3,1,9,FALSE
1,2,7,3,1,80,FALSE
1,1,1,1,1,21,TRUE
1,1,3,0,1,27,FALSE
1,1,3,1,1,4,FALSE
1,1,1,1,1,67,FALSE
3,5,33,1,1,200,TRUE
1,1,4,7,1,5,FALSE
3,4,25,9,1,159,TRUE
1,1,1,0,1,26,FALSE
1,1,2,2,1,17,FALSE
1,1,2,3,1,41,FALSE
1,1,13,16,1,2,FALSE
1,1,16,13,1,1,FALSE
3,5,89,91,1,155,FALSE
1,1,1,0,2,20,FALSE
1,1,156,0,1,0,FALSE
2,2,9,9,1,112,FALSE
2,4,26,64,1,112,TRUE
1,3,3,3,1,13,FALSE
5,51,276,200,1,574,TRUE
1,1,1,1,1,8,FALSE
1,1,4,0,2,19,FALSE
1,1,1,0,1,3,FALSE
1,1,1,1,1,25,FALSE
1,1,40,1,1,65,FALSE
3,4,86,1,1,144,FALSE
1,1,3,3,1,16,FALSE
1,1,4,1,1,24,FALSE
1,1,3,0,1,2,FALSE
1,1,1,1,1,7,FALSE
1,1,3,0,1,6,FALSE
3,5,33,0,1,179,TRUE
3,5,21,29,1,167,FALSE
2,16,119,42,1,228,TRUE
1,1,21,0,1,0,FALSE
1,1,1,0,1,15,FALSE
1,1,11,11,1,1,FALSE
2,2,172,0,1,0,FALSE
1,1,1,0,1,14,FALSE
1,1,159,0,1,0,FALSE
1,2,0,0,1,2,FALSE
3,18,36,34,1,349,FALSE
2,2,37,18,1,61,TRUE
1,2,21,14,1,67,FALSE
1,1,3,3,1,4,FALSE
1,1,9,6,2,18,FALSE
1,1,11,7,1,5,FALSE
1,1,6,2,1,23,FALSE
4,7,57,35,1,231,TRUE
4,7,42,7,1,240,TRUE
4,4,25,19,1,70,TRUE
1,6,143,69,1,88,TRUE
1,1,2,0,2,17,FALSE
1,1,2,0,1,22,FALSE
1,1,2,2,1,2,FALSE
1,1,16,16,1,4,FALSE
1,1,14,0,1,3,FALSE
1,1,2,2,1,48,FALSE
1,1,38,32,1,1,FALSE
1,1,1,1,1,51,FALSE
4,4,32,9,1,214,FALSE
1,1,2,2,1,4,FALSE
1,1,9,3,2,16,FALSE
4,5,16,6,1,234,TRUE
1,1,6,1,1,21,FALSE
3,4,72,15,1,162,TRUE
1,1,6,4,1,20,FALSE
3,4,89,0,1,127,FALSE
3,5,41,41,1,79,TRUE
1,1,11,5,2,15,FALSE
1,1,27,27,1,10,TRUE
2,4,20,5,1,67,FALSE
4,6,168,73,1,206,TRUE
1,1,9,4,1,19,FALSE
1,1,10,1,1,9,FALSE
5,5,73,3,1,159,FALSE
1,1,12,6,1,8,FALSE
2,2,19,1,1,18,TRUE
1,1,2,2,1,16,TRUE
1,1,1,1,1,56,FALSE
1,15,17,17,1,54,FALSE
1,1,1,1,1,58,FALSE
1,1,13,13,1,6,FALSE
2,2,11,72,1,112,TRUE
1,1,3,2,1,1,FALSE
3,3,36,68,1,75,TRUE
1,1,17,10,1,2,FALSE
1,1,1701,1701,1,55,TRUE
1,1,3,3,1,5,FALSE
2,2,4,4,1,56,FALSE
1,1,1,0,2,14,FALSE
1,1,1,0,1,14,FALSE
1,1,1,0,1,17,FALSE
1,2,21,3,1,23,TRUE
4,5,88,2,1,173,FALSE
1,1,4,0,1,13,FALSE
2,3,7,23,1,119,FALSE
2,2,19,19,1,55,FALSE
2,2,36,36,1,53,FALSE
1,1,1,0,1,1,FALSE
5,5,30,4,1,117,TRUE
1,1,16,10,1,51,TRUE
1,1,4,0,1,50,FALSE
2,3,39,6,1,93,TRUE
1,2,30,38,1,51,TRUE
3,6,453,320,1,101,TRUE
1,1,5,2,2,13,FALSE
1,1,2,0,1,16,FALSE
6,8,368,1,1,86,TRUE
2,2,7,5,1,86,FALSE
2,2,186,183,1,84,FALSE
3,6,79,57,1,147,FALSE
1,1,2,1,1,15,FALSE
1,2,19,6,1,55,FALSE
2,2,274,264,1,78,FALSE
3,4,16,27,1,83,FALSE
1,1,129,122,1,12,FALSE
2,3,48,42,1,89,FALSE
1,2,46,49,1,44,FALSE
1,1,134,115,1,1,FALSE
1,1,4,6,1,42,FALSE
1,1,1,0,2,12,FALSE
1,1,7,6,1,14,FALSE
1,1,1,1,1,1,FALSE
4,8,193,3,1,165,FALSE
2,5,6,65,1,49,FALSE
1,1,2,0,1,13,FALSE
1,1,2,0,2,11,FALSE
4,4,31,18,1,155,FALSE
1,3,39,34,1,58,FALSE
1,1,6,7,1,54,TRUE
2,3,100,47,1,43,FALSE
2,2,5,4,1,43,TRUE
5,8,7,7,1,134,FALSE
1,1,3,0,2,10,FALSE
1,1,10,8,1,12,FALSE
4,5,66,37,1,80,TRUE
5,6,214,0,1,103,FALSE
3,4,88,0,1,100,FALSE
4,6,125,2,1,106,FALSE
1,1,6,4,1,25,FALSE
2,3,21,6,1,73,TRUE
2,2,2,2,1,69,FALSE
1,1,1,0,1,11,FALSE
5,6,87,1,1,139,FALSE
1,1,1,1,1,33,FALSE
1,1,2,2,1,1,FALSE
5,7,117,114,1,55,FALSE
2,2,4,3,1,32,FALSE
1,1,1,0,2,9,FALSE
1,1,1,0,1,9,FALSE
2,2,0,0,1,6,FALSE
1,1,17,1,1,3,FALSE
1,1,3,2,1,1,FALSE
6,7,155,1,1,50,FALSE
1,1,127,129,1,11,FALSE
1,1,2,0,1,10,FALSE
6,19,202,175,1,235,FALSE
1,1,2,0,2,8,FALSE
5,10,397,0,1,90,FALSE
2,3,4,2,1,44,FALSE
1,1,19,0,1,0,FALSE
1,1,19,0,1,0,FALSE
1,1,15,27,1,9,FALSE
1,1,0,0,1,4,FALSE
1,1,0,22,2,1,FALSE
1,2,22,16,2,7,FALSE
7,10,53,78,1,197,TRUE
1,1,1,0,1,8,FALSE
2,2,1151,3,1,29,TRUE
1,1,11,9,1,48,TRUE
1,1,1,1,1,28,TRUE
1,1,7,0,1,8,FALSE
1,1,15,7,1,6,FALSE
2,2,55,40,1,28,FALSE
3,4,6,3,1,41,TRUE
1,1,10,1,1,6,FALSE
1,1,22,12,1,5,FALSE
6,7,80,35,1,81,FALSE
2,2,2,2,1,26,FALSE
1,1,12,12,1,1,FALSE
1,1,115,0,1,0,FALSE
1,1,6,3,1,4,FALSE
1,1,5,1,1,4,FALSE
1,1,0,0,1,1,FALSE
4,5,72,26,1,66,TRUE
3,3,77,5,1,59,FALSE
1,1,4,2,1,3,FALSE
1,1,2,0,1,3,FALSE
1,2,7,12,1,41,FALSE
1,10,25,25,1,113,TRUE
2,2,36,9,1,68,TRUE
2,2,7,14,1,56,FALSE
2,3,28,47,1,31,FALSE
2,2,35,18,1,26,TRUE
2,3,5,17,1,10,FALSE
1,1,115,0,1,0,FALSE
1,1,2,2,1,2,FALSE
1,1,2,3,1,2,FALSE
3,5,50,34,1,76,TRUE
1,1,4,4,1,1,FALSE
3,4,46,39,1,94,TRUE
2,2,118,1,1,4,FALSE
1,1,96,95,1,1,FALSE
3,3,37,36,1,49,FALSE
2,6,25,9,1,17,TRUE
4,15,103,199,1,70,TRUE
2,3,5,5,1,47,FALSE
1,1,16,18,1,1,FALSE
4,4,126,117,1,24,FALSE
1,20,0,0,1,49,FALSE
2,3,15,46,1,25,FALSE
2,2,115,115,1,3,FALSE
3,3,230,115,1,1,FALSE
1,22,0,0,1,35,FALSE
1,1,12,4,1,15,TRUE
1,1,15,0,1,21,FALSE
1,1,115,0,1,0,FALSE
1,1,67,16,1,14,TRUE
2,2,5,5,1,31,TRUE
1,1,1,1,1,19,FALSE
2,2,3,3,1,38,FALSE
1,1,18,35,1,12,FALSE
2,8,267,375,1,107,TRUE
2,4,15,5,1,89,FALSE
3,5,79,79,1,61,FALSE
3,3,8,3,1,28,FALSE
1,2,0,0,1,4,FALSE
6,20,231,27,1,112,TRUE
3,3,117,94,1,40,TRUE
1,1,1,1,1,2,FALSE
2,7,1,1,1,17,FALSE
1,1,2,0,1,21,FALSE
3,3,14,1,1,3,TRUE
3,7,318,394,1,64,TRUE
4,5,40,15,1,50,TRUE
5,7,330,0,1,59,FALSE
1,1,1,1,1,13,FALSE
3,7,1512,1445,1,70,TRUE
3,3,10,13,1,43,FALSE
2,4,61,31,1,7,TRUE
1,1,0,0,1,2,FALSE
1,1,5,5,1,8,FALSE
2,4,506,471,1,11,TRUE
2,5,59,40,1,6,TRUE
2,4,2,2,1,4,FALSE
9,86,5863,1605,1,248,TRUE
2,5,18,12,1,19,FALSE
2,5,93,48,1,64,TRUE
2,3,23,17,1,90,FALSE
1,1,98,44,1,5,FALSE
2,4,48,34,1,93,FALSE
4,6,39,23,1,103,FALSE
3,14,55,168,1,168,FALSE
4,27,435,231,1,196,TRUE
5,11,1243,199,1,105,TRUE
1,2,12,9,1,19,FALSE
4,10,80,33,1,50,FALSE
2,2,22,9,1,42,FALSE
2,3,204,1,1,11,FALSE
1,1,2,0,1,16,FALSE
3,5,163,0,1,46,FALSE
3,5,38,29,1,81,FALSE
1,12,89,103,1,32,FALSE
2,2,15,14,1,35,FALSE
4,7,251,1,1,49,FALSE
2,3,23,51,1,30,FALSE
5,13,392,61,1,124,TRUE
4,7,9,6,1,60,FALSE
1,2,299,51,1,2,TRUE
3,6,100,1,1,45,FALSE
6,19,373,58,1,141,TRUE
4,10,55,53,1,116,TRUE
4,10,151,143,1,112,TRUE
2,2,40,10,1,53,TRUE
4,9,99,114,1,83,TRUE
4,5,136,61,1,78,FALSE
4,7,149,89,1,86,TRUE
2,5,55,33,1,43,FALSE
3,6,61,44,1,65,TRUE
4,8,123,41,1,40,FALSE
2,2,38,13,1,15,FALSE
7,7,28,45,1,54,TRUE
3,3,32,3,1,25,FALSE
5,10,136,66,1,55,TRUE
4,5,17,20,1,37,FALSE
1,5,80,71,1,14,FALSE
4,5,51,6,1,42,TRUE
4,12,174,62,1,53,FALSE
2,3,71,42,1,27,FALSE
1,1,11,36,1,18,FALSE
1,1,0,0,1,2,FALSE
1,1,13,2,1,17,FALSE
1,1,27,19,1,16,FALSE
1,1,11,1,1,15,FALSE
2,2,82,0,1,0,FALSE
4,9,139,897,1,27,TRUE
3,4,31,7,1,19,TRUE
3,6,105,11,1,20,TRUE
1,1,4,0,1,2,TRUE
2,4,1770,29,1,15,TRUE
1,1,30,18,1,5,TRUE
1,5,197,0,1,0,TRUE
1,1,0,136,1,3,FALSE
3,3,77,33,1,7,TRUE
1,1,40,0,1,0,FALSE
1,1,30,0,1,0,TRUE
4,8,157,29,1,11,TRUE
1,2,51,10,1,4,TRUE
3,8,10,10,1,8,FALSE
8,26,1741,0,1,0,FALSE
26,32,263,156,1,0,FALSE
2,3,11,136,1,1,FALSE
2,2,25,42,1,0,FALSE
2,2,3,3,1,0,FALSE
1,1,3,2,1,0,FALSE
3,6,77,34,1,0,FALSE
2,2,33,3,1,0,FALSE
3,4,28,9,1,0,FALSE
3,3,5,5,1,0,FALSE
2,2,16,1,1,0,FALSE
1,1,1,1,1,0,FALSE
2,3,65,16,1,0,FALSE
5,7,10,16,1,4,FALSE
1,1,1,1,1,0,FALSE
2,4,52,36,1,0,FALSE
2,3,44,28,1,1,FALSE
